ticker,date,price,log_return,simple_return
JPM,2022-01-03,144.840985290127,,
JPM,2022-01-04,150.331864942746,0.03720879573702707,0.03790970933828126
JPM,2022-01-05,147.599861200415,-0.01834031143264525,-0.01817315140320699
JPM,2022-01-06,149.167963279355,0.010567969595248528,0.010624007815365018
JPM,2022-01-07,150.64594454916,0.00985940414242581,0.00990816819719586
JPM,2022-01-10,150.790137843775,0.0009567089942823515,0.0009571667863116834
JPM,2022-01-11,150.943343219304,0.001015501416383735,0.0010160172125297706
JPM,2022-01-12,151.799490906081,0.005655955303345728,0.005671980416738818
JPM,2022-01-13,151.610237206899,-0.0012475125626556505,-0.0012467347423390349
JPM,2022-01-14,142.291745542396,-0.06343350269727122,-0.06146347262676114
JPM,2022-01-18,136.325747977695,-0.042832268459688905,-0.04192792450440097
JPM,2022-01-19,134.216921043948,-0.01558992267633652,-0.015469028888746926
JPM,2022-01-20,133.072386767941,-0.00856406326675252,-0.00852749613912114
JPM,2022-01-21,130.747269892272,-0.017627019216317485,-0.017472572125152293
JPM,2022-01-24,130.630112840397,-0.0008964590470386113,-0.0008960573476716848
JPM,2022-01-25,132.054021624721,0.010841330282265638,0.010900310451876597
JPM,2022-01-26,133.30670087169,0.009441401428936125,0.009486112058964276
JPM,2022-01-27,130.954547753281,-0.017802195746262406,-0.017644672796103433
JPM,2022-01-28,132.126118272029,0.008906608617569312,0.008946390475535505
JPM,2022-01-31,133.919522373805,0.01348213233348794,0.013573426096448436
JPM,2022-02-01,136.217603006733,0.017014588941802522,0.017160161507397236
JPM,2022-02-02,135.127141216206,-0.008037507150550738,-0.008005292755541099
JPM,2022-02-03,134.009643182939,-0.008304360608804906,-0.008269974656527424
JPM,2022-02-04,137.488306415529,0.02562710782605393,0.025958305312709644
JPM,2022-02-07,137.947922542115,0.003337371811453771,0.0033429470372332744
JPM,2022-02-08,140.543401845187,0.018640109950193384,0.01881492127784376
JPM,2022-02-09,141.129187104561,0.00415934050289124,0.004168002564924871
JPM,2022-02-10,140.543401845187,-0.00415934050289124,-0.00415070242656471
JPM,2022-02-11,138.713949419758,-0.013102456136412144,-0.013016992625838077
JPM,2022-02-14,137.425221849135,-0.009333966790476822,-0.0092905405405423
JPM,2022-02-15,139.434915892834,0.014518011578067203,0.014623909764578993
JPM,2022-02-16,139.68725415841,0.0018080852142592363,0.0018097207859325208
JPM,2022-02-17,136.46994127231,-0.02330164495068132,-0.02303225806451516
JPM,2022-02-18,137.109799017164,0.00467767760058635,0.004688635012872439
JPM,2022-02-22,136.866472832501,-0.001776257826976213,-0.00177468121467047
JPM,2022-02-23,134.000631102026,-0.021161290033041347,-0.020938960953441377
JPM,2022-02-24,130.269629603859,-0.028238133246780706,-0.02784316362903016
JPM,2022-02-25,133.351761276258,0.023384082052092303,0.023659633344867613
JPM,2022-02-28,127.791307352662,-0.042591936416415344,-0.0416976414137995
JPM,2022-03-01,122.969844063968,-0.038459366943683015,-0.037729196050779505
JPM,2022-03-02,125.520262962473,0.020528048305584967,0.020740197874678054
JPM,2022-03-03,124.628066952042,-0.007133365983365891,-0.007107983917287797
JPM,2022-03-04,121.122367476712,-0.028532501387513953,-0.028129293513627467
JPM,2022-03-07,116.445097482633,-0.03938144035492552,-0.03861607142857647
JPM,2022-03-08,115.62499811951,-0.007067716112533873,-0.007042798544999445
JPM,2022-03-09,120.257207709021,0.03928066698884436,0.040062353858143676
JPM,2022-03-10,118.833298924696,-0.011911184925287088,-0.011840527577942375
JPM,2022-03-11,116.156710893403,-0.022781426268462468,-0.022523888973149966
JPM,2022-03-14,117.310257250324,0.009881961061680933,0.00993094887112986
JPM,2022-03-15,119.39204794133,0.01759040215858043,0.01774602442959229
JPM,2022-03-16,124.72719984209,0.04371635254662021,0.04468599033816492
JPM,2022-03-17,126.304314001943,0.012565234427228233,0.01264450867052007
JPM,2022-03-18,126.259253597376,-0.00035682426783445464,-0.0003567606136264122
JPM,2022-03-21,125.853709956271,-0.0032171609517748223,-0.0032119914346890014
JPM,2022-03-22,128.530297987564,0.021044458208968386,0.02126745435015791
JPM,2022-03-23,125.970867008145,-0.020113992551177517,-0.019913055672419307
JPM,2022-03-24,126.790966371269,0.006489130340142424,0.00651023036200077
JPM,2022-03-25,127.899452323623,0.008704630172148065,0.008742625630820858
JPM,2022-03-28,126.953183827711,-0.007426039289055275,-0.00739853438557077
JPM,2022-03-29,127.232558336028,0.0021981926951122333,0.002200610491944386
JPM,2022-03-30,126.655785157567,-0.0045435262032782475,-0.004533220002837023
JPM,2022-03-31,122.852687012093,-0.03048708268304523,-0.03002703856553197
JPM,2022-04-01,121.942466839835,-0.007436620805452598,-0.007409037558685191
JPM,2022-04-04,122.483191694642,0.004424459691705351,0.004434262064890071
JPM,2022-04-05,121.068294991231,-0.011619002128536948,-0.011551762195570687
JPM,2022-04-06,119.388556385158,-0.013971454091086244,-0.013874306284685563
JPM,2022-04-07,119.025369659521,-0.003046692889106417,-0.003042056430143276
JPM,2022-04-08,121.204490013345,0.018142458457918842,0.018308032649320818
JPM,2022-04-11,120.759586274439,-0.003677440445888358,-0.003670686942843513
JPM,2022-04-12,119.433954725863,-0.011038140348544445,-0.010977443609018001
JPM,2022-04-13,115.584175434106,-0.03276448230984741,-0.03223354112817756
JPM,2022-04-14,114.512774593476,-0.009312670886497898,-0.009269442262369263
JPM,2022-04-18,116.637416938455,0.018383737152787738,0.018553758325405675
JPM,2022-04-19,119.052608663943,0.020495362605920775,0.02070683481238617
JPM,2022-04-20,119.470273398426,0.003502097222277456,0.0035082367297130366
JPM,2022-04-21,118.544147248051,-0.0077821404420514995,-0.007751937984492796
JPM,2022-04-22,115.1392716952,-0.029142987968991285,-0.0287224264705906
JPM,2022-04-25,115.102953022636,-0.0003154822961750625,-0.00031543253686837017
JPM,2022-04-26,111.698077469786,-0.03002747717040677,-0.02958113118245022
JPM,2022-04-27,110.245330567236,-0.013091334077937056,-0.01300601528207115
JPM,2022-04-28,111.988626850296,0.01568915986106223,0.015812880909244587
JPM,2022-04-29,108.374918930203,-0.03280063310790293,-0.03226852602562699
JPM,2022-05-02,109.364602757565,0.009090592605430103,0.009132037533512615
JPM,2022-05-03,111.707157137927,0.021193499011204153,0.021419676214203258
JPM,2022-05-04,115.402582071287,0.03254595012332473,0.03308136226935924
JPM,2022-05-05,112.51524760247,-0.025337982086791833,-0.0250196695515307
JPM,2022-05-06,112.333654239651,-0.0016152482917464184,-0.0016139444803125022
JPM,2022-05-09,110.644835965437,-0.015148102996521473,-0.015033947623666723
JPM,2022-05-10,107.948174527579,-0.024674148949896946,-0.02437223042836247
JPM,2022-05-11,107.267199417009,-0.006328333991362456,-0.006308352258388816
